customer_id,qtt_order,total_spent,
525,33,74728.54,
526,235,71109.33,
527,59,273947.73,
528,7,61680.19,
529,36,408766.42,
530,66,151997.05,
531,25,9091.61,
532,194,953088.41,
533,29,750415.75,
534,4,19113.66,
535,97,986401.66,
536,142,676247.25,
537,15,89553.94,
538,163,15524.2,
539,3,38645.97,
540,128,178021.1,
541,68,337961.49,
542,105,257412.53,
543,22,159818.89,
544,63,15989.14,
545,13,118285.36,
546,55,430077.38,
547,30,160470.53,
548,44,139733.35,
549,15,45479.19,
550,197,205692.68,
551,7,125971.25,
552,6,16835.78,
553,119,738845.11,
554,39,45301.77,
555,73,34593.24,
556,4,51767.94,
557,40,159485.58,
558,15,145738.3,
559,88,92085.57,
560,238,1187947.33,
561,39,127633.07,
562,92,878408.83,
563,33,74020.33,
564,35,184997.59,
565,82,1163966.75,
566,170,162048.04,
567,62,21992.42,
568,117,53891.37,
569,56,2793.01,
570,49,1195922.59,
571,19,159172.38,
572,44,35928.08,
573,215,363336.93,
574,41,53486.74,
575,82,36982.15,
576,81,224991.51,
577,68,119128,
578,69,206200.55,
579,8,20667.79,
580,78,3891.43,
581,43,540271.3,
582,102,175221.08,
583,71,220887.47,
584,41,53111.72,
585,58,197994.03,
586,9,23489.21,
587,30,10780.93,
588,205,85614.76,
589,28,61219.09,
590,19,68706.49,
591,18,108233.83,
592,318,86646.6,
593,63,628652.22,
594,66,203042.85,
595,37,131735.53,
596,59,87421.25,
597,62,85036.42,
598,161,115157.35,
599,23,48283.7,
600,418,33325.47,
601,12,246674.39,
602,63,267503.71,
603,231,85695.75,
604,5,178549.45,
605,464,185017.14,
606,31,34601.16,
607,44,252080.14,
608,302,106743.37,
609,78,58313.21,
610,166,115876.85,
611,131,136563.6,
612,328,125531.74,
613,396,371731.64,
614,87,70333.93,
615,13,76714.15,
616,32,27231.77,
617,17,671200.99,
618,11,258184.07,
619,1005,1284096.16,
620,42,135230.69,
621,109,794135.05,
622,10,171094.8,
623,42,208330.17,
624,286,186521.86,
625,93,198414.12,
626,19,26082.74,
627,42,50941.62,
628,96,206660.89,
629,379,835227.35,
630,112,168760.88,
631,9,18963.68,
632,16,49849.41,
633,27,403922.84,
634,40,284386.44,
635,238,64502.26,
636,51,396980.57,
637,62,195597.71,
638,103,123612.44,
639,2,2914.9,
640,69,311118.26,
641,14,438493.05,
642,12,144627.54,
643,101,421068.34,
644,154,1025632.45,
645,35,6117.73,
646,61,630724.18,
647,55,378148.19,
648,330,379562.31,
649,5,23957.45,
650,6,5062.61,
651,334,29824.68,
652,31,46523.39,
653,30,16232.75,
654,80,343504.36,
655,23,158080.92,
656,75,94513.86,
657,240,444151.06,
658,118,505259.68,
659,11,213522.77,
660,55,191218.54,
661,94,23070.87,
662,126,107183.14,
663,111,183557.13,
664,122,426073.02,
665,102,156477.13,
666,232,473038.24,
667,45,10169.72,
668,434,117956.2,
669,11,449316.38,
670,75,54269.3,
671,87,617628.12,
672,132,489968.32,
673,29,29076.49,
674,141,265315.71,
675,37,324949.86,
676,48,400219.6,
677,59,79610.57,
678,31,28490.63,
679,30,190378.98,
680,46,241786.24,
681,26,156318.36,
682,32,15141.31,
683,73,16344.71,
684,21,187737.79,
685,649,687882.38,
686,22,229354.45,
687,53,138470.65,
688,37,19463.79,
689,33,121280.87,
690,30,303472.09,
691,39,36895.1,
692,59,20588.92,
693,25,72938.16,
694,9,278414.37,
695,20,203645.78,
696,150,96077.9,
697,154,151112.91,
698,25,450089.9,
699,41,19582.34,
700,17,6295.77,
701,259,120139.49,
702,15,79322.65,
703,50,110248.5,
704,252,139446.03,
705,41,183324.2,
706,43,545462.36,
707,24,52182.76,
708,16,473464.17,
709,15,798167.95,
710,25,75186.03,
711,33,407346.42,
712,618,453477.05,
713,32,95279.7,
714,73,679254.76,
715,72,343858.72,
716,27,74351.87,
717,754,360788.58,
718,68,547215.46,
719,9,10128.07,
720,83,104197.55,
721,25,16324.23,
722,28,94979.44,
723,41,134086.87,
724,9,12841.58,
725,22,114082.9,
726,36,44564.33,
727,1,86552.81,
728,99,250672.33,
729,55,281242.89,
730,213,752751.07,
731,25,81113.45,
732,7,68186.61,
733,86,1257946.5,
734,394,173217.42,
735,40,177532.66,
736,104,93753.82,
737,70,206992.06,
738,14,71433.8,
739,63,19504.5,
740,43,511568.27,
741,8,5251.76,
742,72,376964.9,
743,42,374841.31,
744,45,78030.59,
745,244,1124639.75,
746,29,17678.24,
747,181,160779.07,
748,242,48053.7,
749,22,226775.86,
750,453,189769.98,
751,48,51041.32,
752,35,97574.51,
753,77,73179.42,
754,85,91567.93,
755,40,385280.48,
756,329,493826.47,
757,48,75630.98,
758,47,247297.64,
759,57,298379.23,
760,103,273163.85,
761,21,274776.42,
762,55,413685.21,
763,10,106789.34,
764,37,437091.88,
765,187,208141.94,
766,46,1412943.6,
767,11,63477.72,
768,38,111594.09,
769,36,374542.06,
770,16,98719.57,
771,60,80980,
772,839,51544.06,
773,58,161979.96,
774,395,222830.63,
775,37,31368.79,
776,45,215610.09,
777,298,736534.88,
778,86,861109.35,
779,115,544668.94,
780,34,115763.83,
781,158,160363.25,
782,37,51412.69,
783,301,254191.3,
784,31,233329.17,
785,27,31093.83,
786,196,14530.56,
787,108,168896.58,
788,39,48027.92,
789,139,93317.44,
790,393,210362.39,
791,29,41847.74,
792,399,664899.34,
793,26,865188.54,
794,15,855455.63,
795,28,257196.55,
796,8,186546.16,
797,125,339381.92,
798,73,242223.03,
799,3,7859.54,
800,419,36104.56,
801,22,559675.64,
802,51,56669.36,
803,38,88090.59,
804,263,704432.57,
805,133,491643.59,
806,19,107744.4,
807,21,37709.27,
808,126,161951.11,
809,11,88685.7,
810,100,275629.63,
811,39,371463.27,
812,44,40302.63,
813,24,383009.12,
814,55,71912.24,
815,7,11367.47,
816,24,19353.62,
817,43,125245.84,
818,194,82650.82,
819,5,25397.98,
820,36,84383.2,
821,26,18469.37,
822,82,128676.33,
823,22,102763.73,
824,27,82727.76,
825,9,141619.03,
826,13,11807.16,
827,113,225309.88,
828,47,218313.1,
829,19,33927.79,
830,15,38389,
831,12,785654.37,
832,21,295446.63,
833,188,97499.45,
834,289,1997.68,
835,26,143400.43,
836,223,162672.48,
837,14,354319.71,
838,82,398027.58,
839,22,54150.21,
840,50,16696.31,
841,148,147809.5,
842,79,122839.81,
843,143,522622.43,
844,8,57586.42,
845,286,108490.18,
846,181,451768.61,
847,189,352336.52,
848,42,717433.3,
849,28,445457.07,
850,40,337842.23,
851,46,294710.75,
852,12,631364.23,
853,360,294797.62,
854,3,193380.95,
855,446,89659.01,
856,9,459401.47,
857,18,59397.5,
858,7,53952.98,
859,247,1412744.18,
860,67,146183.33,
861,137,265821.74,
862,83,40146.72,
863,71,122817.1,
864,116,177484.59,
865,327,314741.89,
866,47,342340.32,
867,10,168815.61,
868,39,442558.74,
869,12,34435.44,
870,86,216724.54,
871,17,36510.05,
872,85,217196.64,
873,50,184030.14,
874,44,417130.13,
875,13,763844.83,
876,16,33969.97,
877,35,2812.81,
878,11,539685.07,
879,356,346996.09,
880,7,25413.53,
881,18,29257.86,
882,243,960083.28,
883,19,166184.49,
884,97,517219.12,
885,101,240278.23,
886,51,77202.26,
887,10,19351.23,
888,565,197584.4,
889,7,410635.19,
890,61,9047.52,
891,15,106546.6,
892,7,381947.91,
893,45,129368.43,
894,26,173828.88,
895,8,170372.2,
896,96,210948.56,
897,37,126563.12,
898,7,162284.36,
899,59,23372.64,
900,189,162847.39,
901,99,124157.25,
902,104,68828.11,
903,79,171260.46,
904,2,27110.84,
905,83,95991.18,
906,11,8655.6,
907,62,81365.53,
908,308,1356282.47,
909,102,146273.44,
910,12,115341.17,
911,62,821593.9,
912,50,121544.59,
913,6,9545.54,
914,101,112568.79,
915,112,133219.53,
916,77,12811.58,
917,140,56875.62,
918,62,142507.19,
919,14,33450.75,
920,6,69016.07,
921,549,57843.95,
922,259,491977.84,
923,11,63295.19,
924,128,1480283.21,
925,57,118061.76,
926,35,127555.03,
927,199,926232.37,
928,21,79958.36,
929,617,1347920.58,
930,82,3546.92,
931,254,175069.97,
932,37,256264.94,
933,79,170404.62,
934,43,138145.78,
935,60,225877.47,
936,78,320661.62,
937,386,600248.85,
938,18,28501.58,
939,62,218575.73,
940,16,62848.59,
941,277,224180.69,
942,32,591668.18,
943,31,86027.93,
944,88,261262.83,
945,279,204794.52,
946,30,138278.42,
947,60,215277.22,
948,71,99414.43,
949,26,5934.75,
950,52,1040234.77,
951,109,171586.64,
952,81,236058.55,
953,108,384509.15,
954,6,12927.02,
955,8,79649.4,
956,46,133611.96,
957,67,183439.7,
958,14,688339.08,
959,92,119149.61,
960,87,37196.64,
961,235,28862.78,
962,148,697139.6,
963,22,87507.05,
964,816,163222.44,
965,6,260787.24,
966,22,31299.93,
967,125,764686.46,
968,76,102796.54,
969,21,79898.21,
970,58,1061671.46,
971,360,235885.84,
972,567,513961.29,
973,37,18114.77,
974,36,140792.19,
975,119,33733.76,
976,136,781801.86,
977,299,126316.34,
978,49,216482.12,
979,287,67500.63,
980,652,980833.91,
981,10,152106.51,
982,11,158557.2,
983,280,352420.06,
984,79,109319.93,
985,57,18217.43,
986,41,72496.16,
987,46,326502.16,
988,106,243278.87,
989,24,168343.46,
990,54,285179.78,
991,31,118344.95,
992,128,199645.12,
993,165,116347.4,
994,14,619172.99,
995,9,2428.72,
996,179,65212.64,
997,6,20079.31,
998,518,124236.35,
999,42,105524.59,
1000,225,201925.02,
1001,59,126807.27,
1002,75,454441.57,
1003,11,71955.47,
1004,40,140063.1,
1005,43,157636.39,
1006,48,20193.86,
1007,116,9500.96,
1008,221,103561.16,
1009,40,509841.8,
1010,192,65580.58,
1011,74,849929.22,
1012,99,183612.3,
1013,943,1540805.32,
1014,291,84023.1,
1015,130,84598.97,
1016,58,799659.02,
1017,48,167632.93,
1018,13,687772.48,
1019,10,239482.29,
1020,11,351748.28,
1021,490,678027.8,
1022,71,143862.59,
1023,17,129400.25,
1024,129,238714.59,
1025,131,72420.86,
1026,74,55391.36,
1027,79,280829.62,
1028,98,212449.61,
1029,44,12263.58,
1030,308,146601.77,
1031,40,24390.2,
1032,4,113932.84,
1033,33,253783.57,
1034,125,686874.16,
1035,19,47050.39,
1036,107,173837.34,
1037,66,371371.26,
1038,7,6478.19,
1039,66,490532.14,
1040,5,50503.32,
1041,16,129474.53,
1042,43,1185550.13,
1043,384,138955.18,
1044,15,197886.88,
1045,203,119968.85,
1046,72,900183.14,
1047,7,173769.49,
1048,53,72178.41,
1049,140,62446.53,
1050,115,289857.69,
1051,417,185284.22,
1052,36,112846.45,
1053,34,330520.16,
1054,14,173524.01,
1055,13,320955.7,
1056,108,201804.73,
1057,100,229884.04,
1058,140,1313532.09,
1059,5,119325.87,
1060,565,110537.47,
1061,569,84030.58,
1062,180,122044.77,
1063,67,232550.06,
1064,19,245343.64,
1065,16,84393.52,
1066,97,137466.37,
1067,871,703871.39,
1068,491,481469.1,
1069,10,821627.47,
1070,58,134653.4,
1071,54,559037.2,
1072,43,149645.87,
1073,19,14146.32,
1074,58,9116.55,
1075,66,218088.23,
1076,463,203045.86,
1077,42,120939.93,
1078,164,902501.23,
1079,49,13234.85,
1080,48,492676.33,
1081,79,162415.35,
1082,33,18617.12,
1083,27,134819.02,
1084,202,83639.4,
1085,106,29389.49,
1086,96,936181.46,
1087,249,311859.55,
1088,24,484119.41,
1089,32,32606.27,
1090,40,68840.77,
1091,137,184281.01,
1092,55,195993.07,
1093,83,102651.67,
1094,34,159332.57,
1095,25,50444.15,
1096,638,152757.04,
1097,133,654119.94,
1098,62,81076.58,
1099,279,46378.57,
1100,104,177403.64,
1101,152,296823.62,
1102,62,261164.59,
1103,16,4492.95,
1104,7,63241.35,
1105,12,163391.4,
1106,12,123797.02,
1107,178,104759.91,
1108,90,130784.82,
1109,28,154421.91,
1110,35,100855.8,
1111,56,1031719.82,
1112,49,25068.79,
1113,58,254413.44,
1114,60,473286.96,
1115,59,48310.51,
1116,6,6653.67,
1117,142,40832.96,
1118,45,504879.04,
1119,98,501339.85,
1120,9,24094.22,
1121,10,97081.72,
1122,53,391769.38,
1123,41,30264.19,
1124,53,38532.56,
1125,191,141306.53,
1126,196,198308.93,
1127,49,791803.02,
1128,100,599669.84,
1129,12,864952.18,
1130,116,112542.58,
1131,103,614926.08,
1132,113,163784.67,
1133,11,124352.51,
1134,766,193545.2,
1135,19,188594.26,
1136,57,230789.39,
1137,125,469596.01,
1138,8,173900.11,
1139,15,58428.77,
1140,49,442621.94,
1141,83,325288.82,
1142,12,4955.93,
1143,76,77056.05,
1144,109,176052.75,
1145,14,542624.74,
1146,346,218146.26,
1147,121,1367570.37,
1148,47,42431.27,
1149,29,48817.81,
1150,315,858775.25,
1151,8,39522.04,
1152,10,301014.54,
1153,102,437020.7,
1154,95,94797.59,
1155,91,147319.35,
1156,151,178257.39,
1157,91,81094.74,
1158,397,212148.42,
1159,63,183875.28,
1160,38,103489.19,
1161,88,57300.35,
1162,25,10333.39,
1163,47,119193.21,
1164,364,378076.49,
1165,30,4532.41,
1166,26,1075729.64,
1167,39,45669.29,
1168,36,12340.63,
1169,48,380692.16,
1170,100,132251.08,
1171,55,157265.45,
1172,66,232559.46,
1173,11,77418.69,
1174,150,359895.5,
1175,57,89359.59,
1176,62,130425.13,
1177,182,247435.15,
1178,138,22870.25,
1179,141,290923.23,
1180,22,16921,
1181,90,290885.74,
1182,9,144468.9,
1183,115,1366235.98,
1184,43,54671.5,
1185,5,36142.93,
1186,91,241229.14,
1187,7,111226.2,
1188,61,208675.31,
1189,111,6209.27,
1190,83,257132.58,
1191,26,239117.29,
1192,21,135495.19,
1193,58,140868.44,
1194,18,148440.97,
1195,32,212847.3,
1196,59,631899.58,
1197,112,110334.2,
1198,74,1439761.71,
1199,4,226954.34,
1200,114,263233.84,
1201,4,33684.08,
1202,16,516162.56,
1203,49,255949.92,
1204,584,254180.66,
1205,24,45461.52,
1206,212,340001.91,
1207,56,75761.97,
1208,44,128176.92,
1209,13,182183.52,
1210,54,252117.49,
1211,164,92269.91,
1212,97,117194.5,
1213,45,165636.7,
1214,283,964768.62,
1215,47,36129.92,
1216,161,172922.42,
1217,110,244005.26,
1218,230,1829738.78,
1219,92,411317.3,
1220,353,89866.58,
1221,636,151309.45,
1222,44,676434.84,
1223,4,20231.83,
1224,52,709568.48,
1225,230,649494.74,
1226,19,5360.9,
1227,70,108997.07,
1228,43,112603.62,
1229,27,37118.81,
1230,11,72572.44,
1231,9,96700.65,
1232,52,62460.26,
1233,100,9724.76,
1234,106,104925.22,
1235,174,160531.49,
1236,36,103774.77,
1237,56,702879,
1238,31,16710.13,
1239,6,13407.97,
1240,250,318265.56,
1241,65,128308.39,
1242,186,4019.86,
1243,14,20726.54,
1244,24,7808.34,
1245,25,139292.76,
1246,42,12162.43,
1247,342,722997.99,
1248,170,22530.05,
1249,38,137114.79,
1250,28,119935.94,
1251,65,110998.08,
1252,25,15074.53,
1253,38,38724.54,
1254,18,22018.58,
1255,86,203112.53,
1256,14,50865.65,
1257,114,481319.46,
1258,115,121249.77,
1259,11,134849.63,
1260,63,217986.85,
1261,19,15062.74,
1262,188,135513.61,
1263,15,63849.43,
1264,17,105922.01,
1265,8,4501.55,
1266,68,1455.56,
1267,19,23131.24,
1268,18,223934.94,
1269,94,113610.18,
1270,66,805146.8,
1271,653,285587.78,
1272,208,13722.7,
1273,12,68303.48,
1274,824,338290.86,
1275,82,54235.83,
1276,42,166128.91,
1277,168,1664536.01,
1278,17,21375.3,
1279,23,50113.23,
1280,69,150978.44,
1281,116,200494.73,
1282,322,62881.96,
1283,72,19971.91,
1284,106,408085.8,
1285,36,70703.01,
1286,123,165035.19,
1287,498,401786.05,
1288,5,61203.72,
1289,9,67509.49,
1290,39,215279.41,
1291,26,177504.94,
1292,3,217287.32,
1293,104,125960.19,
1294,57,128512.78,
1295,66,558296.65,
1296,58,237378.71,
1297,23,97259.01,
1298,6,74722.03,
1299,54,89041.52,
1300,173,383031.9,
1301,27,103098.3,
1302,603,102762.95,
1303,88,109986.53,
1304,127,41371.19,
1305,45,202802.49,
1306,14,454969.95,
1307,4,32566.2,
1308,659,697478.18,
1309,7,144394.74,
1310,63,15709.91,
1311,37,237582.33,
1312,198,34594.98,
1313,11,5169.35,
1314,116,253137.05,
1315,2,223841.09,
1316,213,459204.56,
1317,160,584812.47,
1318,195,100779.5,
1319,4,40694.7,
1320,26,88693.63,
1321,52,157206.57,
1322,176,357656.06,
1323,22,24388.18,
1324,154,1257014.02,
1325,94,117554.67,
1326,152,44030.43,
1327,193,132380.9,
1328,35,316643,
1329,37,221421.56,
1330,16,6826.79,
1331,8,41234.32,
1332,4,99748.32,
1333,18,162051.13,
1334,115,172240.54,
1335,31,368056.07,
1336,10,244329.93,
1337,85,114529.74,
1338,73,59664.85,
1339,276,160132.45,
1340,56,33835.17,
1341,247,35023.64,
1342,83,371966.07,
1343,29,36616.6,
1344,134,201981.31,
1345,17,15027.57,
1346,11,71432.37,
1347,167,825705.19,
1348,8,207296.16,
1349,57,145920.06,
1350,168,254953.85,
1351,22,91145.89,
1352,29,9190.97,
1353,39,436200.87,
1354,25,57564.39,
1355,73,262652.44,
1356,22,11829.95,
1357,488,492514.69,
1358,174,122215.33,
